x,y,time
1007.1456286164424,153.14839206310947,96906.60000000894
1058.123716587842,-30.45598050796245,98440.10000000894
935.8472087496984,-20.268016168376995,100425.90000000596
838.1270953950122,-35.31159913942082,103015
810.7008233464202,67.45971562095984,104876.20000000298
796.5971819426788,146.66883019004302,106371.60000000894
1036.6737539079718,-5.900646098129869,107490.80000001192
989.4553278977764,228.63514095878966,108560.10000000894
944.8745056256876,328.3983995633233,109942.5
817.7809359984477,321.25153814416547,110677.5
790.2011163868825,367.0437268611512,111289.70000000298
680.4730289176123,353.47519714937135,111988.80000001192
565.8548573511443,211.5790023105464,112658.5
558.6461751416088,226.3931995279408,113678.60000000894
517.8047765784738,277.9681634661766,114959.80000001192
549.8802402073006,230.64831194272833,115675.5
552.42476078305,256.4432474467237,116163
521.6402475537013,207.63292305746245,116720.10000000894
510.1977927941591,150.16169124593983,117426
474.7837322094371,164.45232733328473,118505.30000001192
428.47913111422514,141.95794167574817,119243.40000000596
416.6021645904415,163.36722981131047,120328.40000000596
328.90233043607645,122.60776101982829,120878
360.22523808696826,126.85967279840841,121576
401.4041217773289,184.87864191270074,124191.10000000894
403.7884660212619,186.5268860082161,125292.90000000596
654.2279580233374,94.62750735154994,126075.70000000298
887.0229607154116,-59.52882721005798,127387.80000001192
785.5221160650351,-60.09993748914554,128977.70000000298
799.4361975835305,-14.614493927037117,129654.30000001192
734.632624763467,16.58275869706783,130689.20000000298
672.6217327577996,96.92262867292025,132583.10000000894
679.2614985972106,398.0125212863532,133852.90000000596
743.5014431111601,557.2753248653449,134486.30000001192
553.3361916951219,631.5014008478279,135010.30000001192
707.0508760146733,747.5082261817912,135828.60000000894
752.9644828498663,727.4477658298388,136905.40000000596
717.9628692134081,693.218400608983,137607.60000000894
715.3648300135874,656.3893919002661,137932.20000000298
656.0910213427409,559.7920767770584,141037.5
688.3032563194312,529.203586420467,145531.5
773.7347233895886,606.6506294332277,152202.70000000298
658.5522420651032,420.9946526948821,157926.10000000894
982.5410759941581,549.9043941418207,161566.20000000298
1113.57448599698,486.40022427873294,162077.40000000596
965.6022502282912,417.6234941751498,162306.5
811.6634445324438,336.1573030949368,162483.90000000596
622.8919539874274,359.3986901374494,162770.60000000894
733.6742217098835,371.78774086284113,163008
1051.5035610649336,457.13500299108273,163283.10000000894
1293.539553027928,396.9948446475418,163452
1100.7806785618009,563.8203054056073,163648.80000001192
1231.208241830891,471.8640088745091,173723.10000000894
1272.0703661768755,493.8310666819416,175721.5
1236.6927098482688,660.0711024414984,182260.5
1140.5282219634958,669.6278148078104,182583.5
1076.507021240543,700.8336768886998,182815.90000000596
1098.798295060391,693.9940615038394,183125.60000000894
1070.4116805805213,614.9576742559755,183465.5
1032.8881557213274,664.3593044947246,184077.30000001192
962.776775466305,597.7416717393552,185078.40000000596
950.6600286494445,510.2993960034986,185351.30000001192
824.5067699621094,463.55338098245755,185947.80000001192
891.0480697555786,469.5856104082889,185729.60000000894
832.1346571714596,495.6000823142487,186261.40000000596
839.1861149,532.0968207975726,186615.20000000298
683.9127089871919,428.1556865261658,186973.70000000298
728.2933039693777,562.9098226294819,187262.90000000596
765.1656172748089,594.261111766984,187536.20000000298
799.9987120530898,603.1983318510134,189870.5
828.6225794597467,591.0871064057498,190323.30000001192
938.2468252884793,584.1343447737211,190513.80000001192
951.7244360098896,585.3417102944603,190727.90000000596
946.9892062216323,576.4406815673124,190913.40000000596
982.5238633838553,546.4400025498825,191726
896.3520858421612,612.5728490513751,191982.20000000298
924.8458935879565,601.8390616998988,192146.10000000894
1020.3277483139234,570.9219233935104,192309.60000000894
1112.8491890661319,326.07861694065923,192485.60000000894
873.6200835761007,153.07819862212415,192628.5
1216.6418037067583,43.97627711638489,192814.90000000596
1158.0344859346503,135.17350294671502,192969.80000001192
1462.859465586927,38.937950099252234,193155.40000000596
1220.392827734409,-53.351775581577435,193545.5
1374.5599535945742,40.268771682793286,193809.70000000298
1366.818625089431,163.8688016687708,193974.5
1334.1003707423442,219.59132794961607,194176.20000000298
1581.7128136526846,410.19560889798004,195240.60000000894
1525.6785948514603,578.7718061893631,196000.40000000596
1334.1544553666051,669.1236724387429,196342.5
1243.215472241269,806.558147490483,196745.90000000596
1087.8178113211488,798.5538275822514,197654.90000000596
1110.1022189821313,877.799421352006,197866.30000001192
1146.9297326437738,840.4000442748529,198073.40000000596
965.1567175685284,786.9556658982905,198507.30000001192
906.1655665759738,770.9910666682755,198724.70000000298
856.5016727024527,649.5843677267795,199048.10000000894
749.1426222463352,469.95262561814604,199834.90000000596
604.3776378178057,456.8464746268075,200030.5
500.1355783707459,500.2079225606696,262.6000000089407
498.79208051289373,500.89354781942836,10053.90000000596
482.0133015113214,497.32843910854734,10473.300000011921
427.9267026081428,491.61861170704327,10704.10000000894
377.1706415892802,495.6267240061915,10938.300000011921
275.48439657878623,474.1659554034854,11405.20000000298
152.66980439195112,466.3889405834037,11608.70000000298
-33.62283450032585,455.5989659620088,11802.60000000894
27.999445020013198,395.15397470062385,12020.40000000596
183.5591802343104,291.34770770581014,12259.5
142.31899868597873,216.25743626465447,12538.20000000298
146.0517621480524,85.973670235661,12780.70000000298
171.60337780768623,82.17406718159467,13013.300000011921
238.25562881950236,39.43514877448131,13277.10000000894
263.7329379207994,20.37896558280505,13591.90000000596
341.8122679663559,9.871705129407392,13815.90000000596
379.2050571715082,26.861496113921245,14029.60000000894
423.1864340975644,77.17637114986788,14230.60000000894
440.61397483710505,47.12370853053771,14450.300000011921
530.3704085118416,113.94956763463405,14662
730.0687340106298,142.5511416390902,14891.90000000596
760.452047988283,195.9615046433105,15124.70000000298
845.1112884731976,189.03247101377423,15376.20000000298
892.9004906050824,178.62277459025307,15656.300000011921
898.4755026511336,172.803479229231,15882.40000000596
937.4447954445369,170.91157539225753,16119.300000011921
983.5124054679042,201.79469702544242,16466.60000000894
1116.8512603499726,201.53626500848802,16788.5
1111.249437905496,187.86969930251954,17036.40000000596
1118.1148439186748,143.01261206834943,17308.90000000596
1186.6793617513406,165.6301937052829,17562.70000000298
1255.8307965589788,155.86369598138114,17807.10000000894
1296.001541330615,212.57264587495413,18048.20000000298
1362.981854887012,228.0600946597496,18339.90000000596
1370.223711904646,284.97480035822423,18582.60000000894
1339.986382379856,277.5030052123898,18881.90000000596
1345.3787436087355,336.4304315279701,19125.90000000596
1306.4326577510649,323.4236135313472,19349.80000001192
1399.865993446477,335.88580689156254,19714.80000001192
1283.5009715132226,386.24457182310914,19987.60000000894
1189.5779586381536,443.98432117758546,20275.60000000894
1135.2729490660854,422.5838097002497,20514.40000000596
1029.7420299079217,408.11224298643975,20754.20000000298
926.9988907729396,379.90610689774456,20991.30000001192
901.4494460683948,390.5667881077937,21450
978.3755506490265,419.5270996883987,21693.80000001192
1039.3179635889323,462.6722144123447,21948.5
1059.872734612164,509.13726942241857,22250.60000000894
1015.9326887643765,525.6840618623805,22471.10000000894
1037.0805961563474,595.056456750781,23026.90000000596
1042.5286769184943,585.340208273899,23260.10000000894
1088.0247626367836,676.6283575857353,24188.10000000894
1084.9437788447506,771.6980481232368,24466.90000000596
1140.2437277440026,708.6271743972502,25254
1203.676772357099,732.2673235603532,25506.40000000596
1149.601856049776,680.8994988352846,25754.70000000298
1176.123141095806,656.6263076342584,26605.30000001192
1451.9351601420503,706.9386961840221,26837.30000001192
1236.870727783274,762.9350165458575,27212.90000000596
1115.3764986725078,684.8569513556165,27821.30000001192
1034.4774103816585,607.2632735378139,28080
979.5911435658558,574.939828748523,28368
954.0465140502106,531.7363086427974,28860
956.909041507079,447.26163798640084,29254.5
940.2116132795646,354.1650744758192,29582
